13.0029461,77.675203
13.010065,77.667446
13.0119675,77.665912
13.0139641,77.664066
13.0136505,77.659989
13.0138282,77.660515
13.0134415,77.660558
13.0124066,77.658026
13.0148945,77.655558
13.0147272,77.651578
13.0186053,77.647909
13.0188144,77.647168
13.0146122,77.646525
13.0152603,77.646718
13.0171524,77.643252
13.0169746,77.643242
13.0148004,77.633511
13.0090629,77.623511
13.0079758,77.622148
13.0040138,77.615528
13.0038048,77.615496
12.9995396,77.610754
13.0007732,77.613286
13.0005014,77.613898
13.0007836,77.613243
13.0000623,77.614466
12.9994246,77.616194
12.9959748,77.608265
12.9956194,77.611301
12.9960166,77.612814
12.9913332,77.601141
12.9891483,77.603791
12.9883642,77.604156
12.9872978,77.605969
12.9838165,77.599682
12.982907,77.604531
12.9654917,77.599916
12.9642789,77.598285
12.9657427,77.604422
12.9672482,77.609486
12.965659,77.609614
12.965199,77.610387
12.9603477,77.614619
12.9596367,77.614619
12.9570437,77.604749
12.954367,77.621014
12.9490501,77.619898
12.9422746,77.617452
12.9425673,77.622473
12.9412289,77.623846
12.9403088,77.625434
12.9383011,77.618696
12.93631,77.616937
12.935348,77.620585
12.9368537,77.620628
12.9366864,77.627652
12.9402416,77.625335
12.9412454,77.624004
12.9342186,77.629626
12.9349715,77.630485
12.9622586,77.666171
12.9635969,77.666257
12.9583691,77.659691
12.9598747,77.656858
12.9587037,77.649063
12.9661898,77.656316
12.9721492,77.680685
12.9736965,77.675235
12.9807639,77.682254
12.9817676,77.680022
12.9826458,77.681567
12.9874967,77.685043
12.9898802,77.676632
12.9895039,77.674143
12.9916784,77.675774
12.990173,77.671353
12.994731,77.670924
13.0100507,77.667444
13.0119741,77.665899
13.014023,77.664097
12.9953034,77.652606
12.9860618,77.64295
12.9830091,77.644624
12.9801093,77.64604
12.9780183,77.646126
12.9781856,77.643594
12.9783947,77.637629
12.9827857,77.638015
12.9756082,77.646957
12.974019,77.646013
12.9762355,77.637602
12.9768209,77.636186
12.9784101,77.637602
12.9735172,77.635713
12.9714262,77.636743
12.9709019,77.632152
12.9700237,77.636186
12.973662,77.626658
12.9703583,77.646829
12.9685181,77.645713
12.9674308,77.642451
12.9667617,77.637859
12.9640433,77.643095
12.9629141,77.641893
12.9640015,77.62756
12.9698146,77.631722
12.9709019,77.632194
12.9700655,77.630778
12.9879727,77.617739
12.9827037,77.612547
12.9673472,77.642431
12.9639597,77.643118
12.9629978,77.641873
12.955247,77.642837
12.9555815,77.641808
12.9546196,77.64022
